CustomerID,SignupDate
CUST01076,2023-07-29
CUST01077,2024-09-14
CUST01078,2024-09-07
CUST01079,2024-11-13
CUST01080,2024-04-04
CUST01081,2023-12-22
CUST01082,2023-11-20
CUST01083,2023-05-13
CUST01084,2023-05-07
CUST01085,2023-04-16
CUST01086,2024-08-26
CUST01087,2024-01-13
CUST01088,2023-02-20
CUST01089,2023-01-29
CUST01090,2024-04-06
CUST01091,2023-10-23
CUST01092,2023-10-24
CUST01093,2024-02-11
CUST01094,2024-09-04
CUST01095,2024-02-09
CUST01096,2023-12-12
CUST01097,2024-09-13
CUST01098,2024-02-24
CUST01099,2023-07-01
CUST01100,2023-01-01
CUST01101,2024-07-20
CUST01102,2024-01-06
CUST01103,2024-10-22
CUST01104,2024-03-06
CUST01105,2023-11-05
CUST01106,2023-05-17
CUST01107,2023-07-21
CUST01108,2024-03-11
CUST01109,2023-11-09
CUST01110,2023-04-27
CUST01111,2024-10-27
CUST01112,2024-07-28
CUST01113,2023-09-01
CUST01114,2024-06-20
CUST01115,2024-08-24
CUST01116,2023-03-16
CUST01117,2024-01-21
CUST01118,2023-07-29
CUST01119,2024-04-19
CUST01120,2024-02-22
CUST01121,2023-12-13
CUST01122,2024-06-12
CUST01123,2024-10-01
CUST01124,2023-06-28
CUST01125,2023-07-01
CUST01126,2024-10-25
CUST01127,2023-01-25
CUST01128,2023-06-29
CUST01129,2024-05-15
CUST01130,2023-06-10
CUST01131,2023-06-26
CUST01132,2023-10-12
CUST01133,2023-03-04
CUST01134,2024-10-23
CUST01135,2024-10-27
CUST01136,2023-06-05
CUST01137,2024-04-13
CUST01138,2023-02-18
CUST01139,2023-03-25
CUST01140,2023-12-27
CUST01141,2024-11-19
CUST01142,2023-05-28
CUST01143,2024-09-21
CUST01144,2023-12-08
CUST01145,2024-04-20
CUST01146,2023-03-04
CUST01147,2024-12-01
CUST01148,2023-12-26
CUST01149,2024-07-14
CUST01150,2023-11-23
CUST01151,2023-05-21
CUST01152,2023-08-03
CUST01153,2024-03-10
CUST01154,2023-11-14
CUST01155,2023-02-01
CUST01156,2024-10-31
CUST01157,2023-10-12
CUST01158,2023-11-01
CUST01159,2024-03-04
CUST01160,2024-04-21
CUST01161,2023-10-13
CUST01162,2023-05-24
CUST01163,2024-02-28
CUST01164,2023-01-19
CUST01165,2023-01-18
CUST01166,2024-08-12
CUST01167,2024-01-06
CUST01168,2023-06-24
CUST01169,2023-07-13
CUST01170,2024-05-16
CUST01171,2023-04-23
CUST01172,2023-04-24
CUST01173,2023-08-10
CUST01174,2024-11-08
CUST01175,2024-10-05
CUST01176,2023-09-21
CUST01177,2023-02-24
CUST01178,2024-10-04
CUST01179,2024-04-02
CUST01180,2023-06-11
CUST01181,2024-01-15
CUST01182,2023-03-28
CUST01183,2023-02-24
CUST01184,2024-04-20
CUST01185,2023-06-27
CUST01186,2024-01-26
CUST01187,2023-12-15
CUST01188,2023-01-08
CUST01189,2023-11-09
CUST01190,2024-03-18
CUST01191,2023-11-24
CUST01192,2023-02-23
CUST01193,2023-08-27
CUST01194,2023-08-17
CUST01195,2024-08-01
CUST01196,2023-02-20
CUST01197,2024-08-31
CUST01198,2024-08-26
CUST01199,2023-09-21
CUST01200,2024-02-22
