CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
CUST00483,13,5,17009.34,4,3,3,10,Loyal Customers
CUST00484,62,4,8203.0,3,2,2,7,Potential Loyalist
CUST00485,147,2,5411.52,2,1,2,5,Hibernating
CUST00486,8,2,4251.06,4,1,1,6,Potential Loyalist
CUST00487,270,1,3049.64,1,1,1,3,Hibernating
CUST00488,85,5,9807.279999999999,3,3,3,9,Loyal Customers
CUST00489,162,7,12153.47,2,3,3,8,At Risk
CUST00490,102,1,4426.56,3,1,2,6,Potential Loyalist
CUST00491,104,9,18417.879999999997,3,4,4,11,Loyal Customers
CUST00492,135,1,2272.79,2,1,1,4,Hibernating
CUST00493,31,8,15948.15,4,3,3,10,Loyal Customers
CUST00494,92,6,13409.880000000001,3,3,3,9,Loyal Customers
CUST00495,346,1,1603.86,1,1,1,3,Hibernating
CUST00496,149,8,18153.760000000002,2,3,4,9,At Risk
CUST00497,638,2,8814.14,1,1,2,4,Hibernating
CUST00498,42,3,3418.81,4,2,1,7,Potential Loyalist
CUST00499,200,7,8612.57,2,3,2,7,At Risk
CUST00500,134,7,10525.31,2,3,3,8,At Risk
CUST00501,138,1,3004.51,2,1,1,4,Hibernating
CUST00502,568,2,1916.06,1,1,1,3,Hibernating
CUST00503,272,9,11305.779999999999,1,4,3,8,At Risk
CUST00504,5,3,10749.15,4,2,3,9,Potential Loyalist
CUST00505,73,5,16352.699999999999,3,3,3,9,Loyal Customers
CUST00506,219,2,1723.1100000000001,2,1,1,4,Hibernating
CUST00507,12,12,24721.34,4,4,4,12,Champions
CUST00509,398,5,6940.4800000000005,1,3,2,6,At Risk
CUST00510,178,3,3887.69,2,2,1,5,Hibernating
CUST00511,16,18,27791.55,4,4,4,12,Champions
CUST00512,91,4,9020.22,3,2,2,7,Potential Loyalist
CUST00513,30,6,11605.65,4,3,3,10,Loyal Customers
CUST00514,136,6,11406.67,2,3,3,8,At Risk
CUST00515,158,10,30253.280000000002,2,4,4,10,At Risk
CUST00517,300,3,6911.24,1,2,2,5,Hibernating
CUST00518,10,9,22410.52,4,4,4,12,Champions
CUST00519,59,4,11943.6,3,2,3,8,Potential Loyalist
CUST00520,126,3,5274.37,3,2,2,7,Potential Loyalist
CUST00521,166,13,31773.98,2,4,4,10,At Risk
CUST00522,34,4,7768.63,4,2,2,8,Potential Loyalist
CUST00523,355,3,2760.17,1,2,1,4,Hibernating
CUST00524,59,1,1068.48,3,1,1,5,Potential Loyalist
CUST00525,21,42,87689.86,4,4,4,12,Champions
CUST00526,64,1,1860.21,3,1,1,5,Potential Loyalist
CUST00527,57,1,1927.42,3,1,1,5,Potential Loyalist
CUST00528,184,2,5910.34,2,1,2,5,Hibernating
CUST00529,439,4,11187.99,1,2,3,6,Needs Attention
CUST00530,266,2,3757.13,1,1,1,3,Hibernating
CUST00531,12,2,10089.76,4,1,3,8,Potential Loyalist
CUST00532,151,3,11273.78,2,2,3,7,Needs Attention
CUST00534,282,3,6120.110000000001,1,2,2,5,Hibernating
CUST00535,43,6,18446.6,4,3,4,11,Loyal Customers
CUST00536,256,2,1465.81,1,1,1,3,Hibernating
CUST00537,78,8,11793.16,3,3,3,9,Loyal Customers
CUST00538,213,3,3509.86,2,2,1,5,Hibernating
CUST00539,241,1,836.25,2,1,1,4,Hibernating
CUST00541,81,32,74266.3,3,4,4,11,Loyal Customers
CUST00542,353,7,10647.76,1,3,3,7,At Risk
CUST00543,85,2,2157.63,3,1,1,5,Potential Loyalist
CUST00544,188,2,1828.68,2,1,1,4,Hibernating
CUST00545,243,3,1814.49,1,2,1,4,Hibernating
CUST00546,333,4,7595.01,1,2,2,5,Hibernating
CUST00547,184,4,6159.16,2,2,2,6,Hibernating
CUST00549,247,1,1673.77,1,1,1,3,Hibernating
CUST00550,10,20,40183.62,4,4,4,12,Champions
CUST00551,46,10,20549.77,3,4,4,11,Loyal Customers
CUST00552,185,1,726.78,2,1,1,4,Hibernating
CUST00553,273,1,2390.94,1,1,1,3,Hibernating
CUST00554,196,5,10685.76,2,3,3,8,At Risk
CUST00555,358,1,1742.73,1,1,1,3,Hibernating
CUST00556,549,2,2883.5,1,1,1,3,Hibernating
CUST00557,32,29,56767.78,4,4,4,12,Champions
CUST00558,220,2,1509.3999999999999,2,1,1,4,Hibernating
CUST00559,35,2,8006.2,4,1,2,7,Potential Loyalist
CUST00560,2,38,74781.94,4,4,4,12,Champions
CUST00561,24,4,7988.280000000001,4,2,2,8,Potential Loyalist
CUST00563,181,2,5176.55,2,1,2,5,Hibernating
CUST00564,3,15,30922.56,4,4,4,12,Champions
CUST00565,173,13,14985.65,2,4,3,9,At Risk
CUST00566,54,14,35877.96,3,4,4,11,Loyal Customers
CUST00567,23,2,712.13,4,1,1,6,Potential Loyalist
CUST00568,90,16,23782.13,3,4,4,11,Loyal Customers
CUST00569,217,13,22082.98,2,4,4,10,At Risk
CUST00570,159,3,3571.82,2,2,1,5,Hibernating
CUST00571,60,26,53741.56,3,4,4,11,Loyal Customers
CUST00572,22,8,12824.36,4,3,3,10,Loyal Customers
CUST00573,239,6,10470.7,2,3,3,8,At Risk
CUST00574,203,3,5819.9400000000005,2,2,2,6,Hibernating
CUST00575,215,4,6493.65,2,2,2,6,Hibernating
CUST00576,349,1,1845.45,1,1,1,3,Hibernating
CUST00578,115,2,4764.3099999999995,3,1,2,6,Potential Loyalist
CUST00579,293,11,15722.41,1,4,3,8,At Risk
CUST00580,57,82,150140.91,3,4,4,11,Loyal Customers
CUST00581,55,11,22036.11,3,4,4,11,Loyal Customers
CUST00582,12,1,907.65,4,1,1,6,Potential Loyalist
CUST00583,327,3,3942.96,1,2,1,4,Hibernating
CUST00584,87,5,4928.11,3,3,2,8,Loyal Customers
CUST00585,167,7,18757.37,2,3,4,9,At Risk
CUST00586,4,7,7892.42,4,3,2,9,Loyal Customers
CUST00587,30,25,42521.77,4,4,4,12,Champions
CUST00588,214,9,25118.1,2,4,4,10,At Risk
CUST00589,23,21,37658.840000000004,4,4,4,12,Champions
CUST00590,29,16,36441.57,4,4,4,12,Champions
CUST00591,435,5,20078.739999999998,1,3,4,8,At Risk
CUST00592,41,9,10282.23,4,4,3,11,Champions
CUST00593,157,3,6739.44,2,2,2,6,Hibernating
CUST00594,510,3,10515.24,1,2,3,6,Needs Attention
CUST00595,58,7,16001.119999999999,3,3,3,9,Loyal Customers
CUST00596,45,3,3414.77,4,2,1,7,Potential Loyalist
CUST00597,50,3,2858.9700000000003,3,2,1,6,Potential Loyalist
CUST00598,43,6,11796.36,4,3,3,10,Loyal Customers
CUST00599,213,6,8851.84,2,3,2,7,At Risk
CUST00600,233,4,3654.25,2,2,1,5,Hibernating
CUST00601,174,2,5525.05,2,1,2,5,Hibernating
CUST00602,33,4,8035.91,4,2,2,8,Potential Loyalist
CUST00603,122,5,14204.679999999998,3,3,3,9,Loyal Customers
CUST00604,363,2,2503.38,1,1,1,3,Hibernating
CUST00606,305,3,2392.88,1,2,1,4,Hibernating
CUST00607,544,1,2072.85,1,1,1,3,Hibernating
CUST00608,503,5,7465.72,1,3,2,6,At Risk
CUST00609,372,5,13294.760000000002,1,3,3,7,At Risk
CUST00610,270,5,7897.709999999999,1,3,2,6,At Risk
CUST00611,159,5,6658.84,2,3,2,7,At Risk
CUST00612,62,25,44601.28,3,4,4,11,Loyal Customers
CUST00613,65,10,11591.94,3,4,3,10,Loyal Customers
CUST00614,22,17,37627.79,4,4,4,12,Champions
CUST00615,97,12,30225.25,3,4,4,11,Loyal Customers
CUST00617,344,3,2429.3599999999997,1,2,1,4,Hibernating
CUST00618,151,3,4781.49,2,2,2,6,Hibernating
CUST00619,533,1,491.98,1,1,1,3,Hibernating
CUST00620,41,5,5450.5599999999995,4,3,2,9,Loyal Customers
CUST00621,58,3,9826.02,3,2,3,8,Potential Loyalist
CUST00622,5,3,4071.2200000000003,4,2,1,7,Potential Loyalist
CUST00623,481,4,16194.07,1,2,3,6,Needs Attention
CUST00624,9,6,11069.01,4,3,3,10,Loyal Customers
CUST00625,166,9,20795.73,2,4,4,10,At Risk
CUST00626,37,14,29938.79,4,4,4,12,Champions
CUST00627,259,4,6222.55,1,2,2,5,Hibernating
CUST00628,272,11,24505.670000000002,1,4,4,9,At Risk
CUST00629,200,5,17942.27,2,3,3,8,At Risk
CUST00630,124,22,41302.1,3,4,4,11,Loyal Customers
CUST00631,149,5,8807.67,2,3,2,7,At Risk
CUST00632,66,3,2490.6400000000003,3,2,1,6,Potential Loyalist
CUST00633,437,2,1394.3600000000001,1,1,1,3,Hibernating
CUST00634,31,4,18175.899999999998,4,2,4,10,Potential Loyalist
CUST00636,199,4,8228.449999999999,2,2,2,6,Hibernating
CUST00637,25,4,5440.59,4,2,2,8,Potential Loyalist
CUST00638,457,4,8211.24,1,2,2,5,Hibernating
CUST00639,237,7,15733.140000000001,2,3,3,8,At Risk
CUST00640,51,18,35235.06,3,4,4,11,Loyal Customers
CUST00641,27,2,3558.87,4,1,1,6,Potential Loyalist
CUST00642,58,2,3500.87,3,1,1,5,Potential Loyalist
CUST00644,121,11,16696.809999999998,3,4,3,10,Loyal Customers
CUST00645,374,3,8294.09,1,2,2,5,Hibernating
CUST00646,60,49,101606.51,3,4,4,11,Loyal Customers
CUST00647,285,12,14890.09,1,4,3,8,At Risk
CUST00648,270,6,11116.59,1,3,3,7,At Risk
CUST00649,29,2,4828.9,4,1,2,7,Potential Loyalist
CUST00650,172,10,18134.32,2,4,3,9,At Risk
CUST00651,7,5,6546.6,4,3,2,9,Loyal Customers
CUST00652,99,4,13344.59,3,2,3,8,Potential Loyalist
CUST00653,230,2,3923.59,2,1,1,4,Hibernating
CUST00654,8,6,11471.47,4,3,3,10,Loyal Customers
CUST00655,384,4,7458.05,1,2,2,5,Hibernating
CUST00656,31,16,31989.94,4,4,4,12,Champions
CUST00657,215,7,22440.920000000002,2,3,4,9,At Risk
CUST00658,102,1,1149.7,3,1,1,5,Potential Loyalist
CUST00659,95,11,20194.53,3,4,4,11,Loyal Customers
CUST00660,104,1,928.76,3,1,1,5,Potential Loyalist
CUST00661,149,4,7244.12,2,2,2,6,Hibernating
CUST00662,328,1,708.32,1,1,1,3,Hibernating
CUST00663,159,1,2074.79,2,1,1,4,Hibernating
CUST00664,54,5,11338.36,3,3,3,9,Loyal Customers
CUST00665,67,2,2080.97,3,1,1,5,Potential Loyalist
CUST00666,145,4,18908.69,2,2,4,8,Needs Attention
CUST00667,226,10,13628.36,2,4,3,9,At Risk
CUST00668,78,6,10044.3,3,3,3,9,Loyal Customers
CUST00669,358,1,825.34,1,1,1,3,Hibernating
CUST00670,260,1,1020.57,1,1,1,3,Hibernating
CUST00671,18,17,29148.08,4,4,4,12,Champions
CUST00672,230,5,10017.6,2,3,3,8,At Risk
CUST00673,377,4,7168.54,1,2,2,5,Hibernating
CUST00674,608,1,3288.66,1,1,1,3,Hibernating
CUST00675,225,3,10313.189999999999,2,2,3,7,Needs Attention
CUST00676,31,4,8373.22,4,2,2,8,Potential Loyalist
CUST00677,210,10,18224.88,2,4,4,10,At Risk
CUST00678,25,7,15667.650000000001,4,3,3,10,Loyal Customers
CUST00679,3,13,29947.96,4,4,4,12,Champions
CUST00680,54,6,11823.849999999999,3,3,3,9,Loyal Customers
CUST00681,429,1,1819.38,1,1,1,3,Hibernating
CUST00682,47,3,7731.119999999999,3,2,2,7,Potential Loyalist
CUST00683,313,2,3830.3199999999997,1,1,1,3,Hibernating
CUST00684,6,1,6575.82,4,1,2,7,Potential Loyalist
CUST00685,365,8,13442.2,1,3,3,7,At Risk
CUST00686,149,7,11754.47,2,3,3,8,At Risk
CUST00687,147,5,16926.78,2,3,3,8,At Risk
CUST00688,127,2,4448.37,3,1,2,6,Potential Loyalist
CUST00689,150,1,2106.15,2,1,1,4,Hibernating
CUST00690,236,3,2921.55,2,2,1,5,Hibernating
CUST00691,160,3,4199.8099999999995,2,2,1,5,Hibernating
CUST00692,17,5,13320.3,4,3,3,10,Loyal Customers
CUST00693,438,1,441.93,1,1,1,3,Hibernating
CUST00694,169,6,20254.1,2,3,4,9,At Risk
CUST00695,289,3,4746.719999999999,1,2,2,5,Hibernating
CUST00696,306,4,3410.67,1,2,1,4,Hibernating
CUST00697,140,4,6372.48,2,2,2,6,Hibernating
CUST00698,82,6,13314.07,3,3,3,9,Loyal Customers
CUST00699,34,13,32269.28,4,4,4,12,Champions
CUST00700,208,5,9597.17,2,3,3,8,At Risk
CUST00701,34,4,6755.33,4,2,2,8,Potential Loyalist
CUST00702,82,5,12340.96,3,3,3,9,Loyal Customers
CUST00703,380,2,4760.83,1,1,2,4,Hibernating
CUST00704,246,2,4361.0599999999995,1,1,2,4,Hibernating
CUST00705,197,8,12915.29,2,3,3,8,At Risk
CUST00706,114,7,12135.84,3,3,3,9,Loyal Customers
CUST00707,437,1,13167.99,1,1,3,5,Needs Attention
CUST00708,67,10,27259.52,3,4,4,11,Loyal Customers
CUST00709,24,4,8922.99,4,2,2,8,Potential Loyalist
CUST00710,139,3,6394.49,2,2,2,6,Hibernating
CUST00711,34,6,8555.76,4,3,2,9,Loyal Customers
CUST00712,49,7,17357.160000000003,3,3,3,9,Loyal Customers
CUST00713,233,4,5262.7699999999995,2,2,2,6,Hibernating
CUST00714,83,2,9909.43,3,1,3,7,Potential Loyalist
CUST00715,45,1,636.85,4,1,1,6,Potential Loyalist
CUST00716,208,1,693.99,2,1,1,4,Hibernating
CUST00717,97,1,2508.39,3,1,1,5,Potential Loyalist
CUST00718,12,10,17714.9,4,4,3,11,Champions
CUST00719,57,2,4829.0,3,1,2,6,Potential Loyalist
CUST00720,75,4,9023.02,3,2,3,8,Potential Loyalist
CUST00721,114,7,12712.64,3,3,3,9,Loyal Customers
CUST00722,73,3,1700.91,3,2,1,6,Potential Loyalist
CUST00723,38,6,9994.15,4,3,3,10,Loyal Customers
CUST00724,50,7,13933.63,3,3,3,9,Loyal Customers
CUST00725,334,2,2809.71,1,1,1,3,Hibernating
CUST00726,249,3,3939.58,1,2,1,4,Hibernating
CUST00727,468,3,6533.57,1,2,2,5,Hibernating
CUST00729,44,3,8813.51,4,2,2,8,Potential Loyalist
CUST00730,198,4,10837.43,2,2,3,7,Needs Attention
CUST00731,14,89,189072.61000000002,4,4,4,12,Champions
CUST00732,10,3,4491.31,4,2,2,8,Potential Loyalist
CUST00733,167,4,8079.089999999999,2,2,2,6,Hibernating
CUST00734,87,8,25400.5,3,3,4,10,Loyal Customers
CUST00735,18,2,4020.16,4,1,1,6,Potential Loyalist
CUST00736,181,16,24376.41,2,4,4,10,At Risk
CUST00737,338,4,11800.36,1,2,3,6,Needs Attention
CUST00738,281,9,16827.5,1,4,3,8,At Risk
CUST00739,199,2,981.5699999999999,2,1,1,4,Hibernating
CUST00740,79,5,10269.18,3,3,3,9,Loyal Customers
CUST00741,463,2,3141.94,1,1,1,3,Hibernating
CUST00742,141,14,37079.61,2,4,4,10,At Risk
CUST00743,56,1,710.15,3,1,1,5,Potential Loyalist
CUST00744,266,1,2617.21,1,1,1,3,Hibernating
CUST00745,128,41,52582.96,3,4,4,11,Loyal Customers
CUST00746,78,7,14120.59,3,3,3,9,Loyal Customers
CUST00747,407,1,1327.74,1,1,1,3,Hibernating
CUST00748,535,2,719.0699999999999,1,1,1,3,Hibernating
CUST00749,163,37,77557.13,2,4,4,10,At Risk
CUST00750,154,1,732.78,2,1,1,4,Hibernating
CUST00751,35,8,17024.37,4,3,3,10,Loyal Customers
CUST00752,46,9,20378.14,3,4,4,11,Loyal Customers
CUST00753,319,2,1858.73,1,1,1,3,Hibernating
CUST00754,22,10,19675.02,4,4,4,12,Champions
CUST00755,105,5,13385.56,3,3,3,9,Loyal Customers
CUST00756,70,3,5740.84,3,2,2,7,Potential Loyalist
CUST00757,199,9,16566.7,2,4,3,9,At Risk
CUST00758,54,13,31453.29,3,4,4,11,Loyal Customers
CUST00759,129,4,17654.2,3,2,3,8,Potential Loyalist
CUST00760,79,6,12724.2,3,3,3,9,Loyal Customers
CUST00761,234,3,4690.0599999999995,2,2,2,6,Hibernating
CUST00762,631,1,1729.56,1,1,1,3,Hibernating
CUST00764,130,1,1192.91,3,1,1,5,Potential Loyalist
CUST00765,10,5,8289.57,4,3,2,9,Loyal Customers
CUST00766,158,3,5527.77,2,2,2,6,Hibernating
CUST00768,376,1,4431.11,1,1,2,4,Hibernating
CUST00769,208,3,3285.8599999999997,2,2,1,5,Hibernating
CUST00770,73,9,16833.84,3,4,3,10,Loyal Customers
CUST00771,138,2,2046.77,2,1,1,4,Hibernating
CUST00772,187,27,75595.43000000001,2,4,4,10,At Risk
CUST00773,85,17,27353.15,3,4,4,11,Loyal Customers
CUST00775,279,7,8196.289999999999,1,3,2,6,At Risk
CUST00776,295,1,1134.49,1,1,1,3,Hibernating
CUST00777,362,2,4397.62,1,1,2,4,Hibernating
CUST00778,170,4,3903.81,2,2,1,5,Hibernating
CUST00779,160,6,10812.05,2,3,3,8,At Risk
CUST00780,140,2,4351.94,2,1,2,5,Hibernating
CUST00781,143,3,2568.27,2,2,1,5,Hibernating
CUST00782,26,7,11453.36,4,3,3,10,Loyal Customers
CUST00783,463,8,14576.960000000001,1,3,3,7,At Risk
CUST00784,71,3,5083.530000000001,3,2,2,7,Potential Loyalist
CUST00785,259,8,17109.06,1,3,3,7,At Risk
CUST00787,679,1,1471.65,1,1,1,3,Hibernating
CUST00788,209,8,19240.37,2,3,4,9,At Risk
CUST00789,20,5,16027.59,4,3,3,10,Loyal Customers
CUST00791,459,2,10193.95,1,1,3,5,Needs Attention
CUST00792,188,2,7431.37,2,1,2,5,Hibernating
CUST00793,27,37,53808.74,4,4,4,12,Champions
CUST00794,304,4,10938.189999999999,1,2,3,6,Needs Attention
CUST00795,5,23,61790.75,4,4,4,12,Champions
CUST00796,5,2,3250.75,4,1,1,6,Potential Loyalist
CUST00797,266,6,8215.19,1,3,2,6,At Risk
CUST00798,453,2,7417.71,1,1,2,4,Hibernating
CUST00799,18,2,5186.52,4,1,2,7,Potential Loyalist
CUST00801,21,14,29769.41,4,4,4,12,Champions
CUST00802,384,6,10270.02,1,3,3,7,At Risk
CUST00803,80,2,10082.85,3,1,3,7,Potential Loyalist
CUST00804,97,25,65207.9,3,4,4,11,Loyal Customers
CUST00805,33,7,27229.78,4,3,4,11,Loyal Customers
CUST00806,231,8,7886.2300000000005,2,3,2,7,At Risk
CUST00807,173,5,18652.31,2,3,4,9,At Risk
CUST00808,22,4,9616.06,4,2,3,9,Potential Loyalist
CUST00809,13,6,11564.87,4,3,3,10,Loyal Customers
CUST00810,27,5,5509.700000000001,4,3,2,9,Loyal Customers
CUST00811,275,1,751.7,1,1,1,3,Hibernating
CUST00812,107,8,11260.88,3,3,3,9,Loyal Customers
CUST00813,65,1,223.4,3,1,1,5,Potential Loyalist
CUST00814,321,4,13378.09,1,2,3,6,Needs Attention
CUST00815,35,20,41967.82,4,4,4,12,Champions
CUST00816,128,10,35109.24,3,4,4,11,Loyal Customers
CUST00817,657,2,4787.47,1,1,2,4,Hibernating
CUST00818,27,14,32672.63,4,4,4,12,Champions
CUST00819,482,1,2445.41,1,1,1,3,Hibernating
CUST00820,612,1,2093.09,1,1,1,3,Hibernating
CUST00821,53,5,7571.639999999999,3,3,2,8,Loyal Customers
CUST00822,409,2,7392.28,1,1,2,4,Hibernating
CUST00823,323,2,2364.18,1,1,1,3,Hibernating
CUST00824,219,4,5132.27,2,2,2,6,Hibernating
CUST00825,297,3,4603.35,1,2,2,5,Hibernating
CUST00826,109,3,3806.42,3,2,1,6,Potential Loyalist
CUST00827,308,7,19899.85,1,3,4,8,At Risk
CUST00828,73,13,34914.3,3,4,4,11,Loyal Customers
CUST00829,209,4,14584.29,2,2,3,7,Needs Attention
CUST00830,139,1,1176.22,2,1,1,4,Hibernating
CUST00831,243,4,3396.28,1,2,1,4,Hibernating
CUST00832,693,1,2777.26,1,1,1,3,Hibernating
CUST00834,159,11,26296.9,2,4,4,10,At Risk
CUST00835,32,3,5161.3,4,2,2,8,Potential Loyalist
CUST00836,282,1,766.25,1,1,1,3,Hibernating
CUST00837,5,6,17324.85,4,3,3,10,Loyal Customers
CUST00838,200,2,4607.47,2,1,2,5,Hibernating
CUST00839,34,3,4473.86,4,2,2,8,Potential Loyalist
CUST00840,550,2,3654.91,1,1,1,3,Hibernating
CUST00841,71,4,5607.719999999999,3,2,2,7,Potential Loyalist
CUST00842,243,1,3511.92,1,1,1,3,Hibernating
CUST00843,669,1,523.77,1,1,1,3,Hibernating
CUST00844,239,5,10473.14,2,3,3,8,At Risk
CUST00845,160,13,25474.7,2,4,4,10,At Risk
CUST00846,78,7,14387.3,3,3,3,9,Loyal Customers
CUST00847,175,11,23261.3,2,4,4,10,At Risk
CUST00849,168,3,9132.57,2,2,3,7,Needs Attention
CUST00850,18,2,1367.69,4,1,1,6,Potential Loyalist
CUST00851,105,4,7341.860000000001,3,2,2,7,Potential Loyalist
CUST00852,335,3,3106.44,1,2,1,4,Hibernating
CUST00853,421,6,16474.05,1,3,3,7,At Risk
CUST00854,51,6,9627.710000000001,3,3,3,9,Loyal Customers
CUST00855,33,23,53350.56,4,4,4,12,Champions
CUST00856,113,2,3387.3500000000004,3,1,1,5,Potential Loyalist
CUST00857,101,4,9781.17,3,2,3,8,Potential Loyalist
CUST00858,215,1,507.7,2,1,1,4,Hibernating
CUST00859,57,7,7961.1,3,3,2,8,Loyal Customers
CUST00860,206,4,7331.290000000001,2,2,2,6,Hibernating
CUST00861,23,6,8752.32,4,3,2,9,Loyal Customers
CUST00862,113,3,6939.41,3,2,2,7,Potential Loyalist
CUST00863,566,5,6869.18,1,3,2,6,At Risk
CUST00864,332,2,1614.2,1,1,1,3,Hibernating
CUST00865,22,11,30881.41,4,4,4,12,Champions
CUST00866,68,7,10790.27,3,3,3,9,Loyal Customers
CUST00867,409,1,2283.2,1,1,1,3,Hibernating
CUST00868,224,1,217.77,2,1,1,4,Hibernating
CUST00869,147,1,2997.96,2,1,1,4,Hibernating
CUST00870,105,4,5410.610000000001,3,2,2,7,Potential Loyalist
CUST00871,318,3,7756.25,1,2,2,5,Hibernating
CUST00872,88,7,20184.47,3,3,4,10,Loyal Customers
CUST00873,229,6,15013.64,2,3,3,8,At Risk
CUST00874,272,3,14884.81,1,2,3,6,Needs Attention
CUST00875,62,2,2231.11,3,1,1,5,Potential Loyalist
CUST00876,164,4,6755.38,2,2,2,6,Hibernating
CUST00877,230,14,34319.75,2,4,4,10,At Risk
CUST00878,322,1,2307.85,1,1,1,3,Hibernating
CUST00879,252,5,15457.77,1,3,3,7,At Risk
CUST00880,133,7,11147.43,2,3,3,8,At Risk
CUST00881,184,4,10581.94,2,2,3,7,Needs Attention
CUST00882,81,14,30780.72,3,4,4,11,Loyal Customers
CUST00883,411,2,4951.42,1,1,2,4,Hibernating
CUST00884,20,30,77339.14,4,4,4,12,Champions
CUST00885,414,2,1852.89,1,1,1,3,Hibernating
CUST00886,44,2,10362.720000000001,4,1,3,8,Potential Loyalist
CUST00887,69,5,8807.31,3,3,2,8,Loyal Customers
CUST00888,28,14,30730.33,4,4,4,12,Champions
CUST00889,72,8,15200.82,3,3,3,9,Loyal Customers
CUST00891,95,2,3086.6600000000003,3,1,1,5,Potential Loyalist
CUST00892,5,21,30160.48,4,4,4,12,Champions
CUST00893,27,2,5988.53,4,1,2,7,Potential Loyalist
CUST00894,174,12,29688.260000000002,2,4,4,10,At Risk
CUST00895,140,8,8335.69,2,3,2,7,At Risk
CUST00896,144,5,13636.59,2,3,3,8,At Risk
CUST00897,331,1,3888.86,1,1,1,3,Hibernating
CUST00900,29,18,41846.01,4,4,4,12,Champions
CUST00901,42,4,4340.07,4,2,1,7,Potential Loyalist
CUST00902,68,15,34043.39,3,4,4,11,Loyal Customers
CUST00903,128,1,3818.64,3,1,1,5,Potential Loyalist
CUST00904,29,67,128597.95,4,4,4,12,Champions
CUST00905,81,5,10056.96,3,3,3,9,Loyal Customers
CUST00906,16,3,8718.39,4,2,2,8,Potential Loyalist
CUST00907,291,3,7272.12,1,2,2,5,Hibernating
CUST00908,116,5,11182.69,3,3,3,9,Loyal Customers
CUST00909,154,6,10432.69,2,3,3,8,At Risk
CUST00910,29,12,32753.859999999997,4,4,4,12,Champions
CUST00911,8,1,606.46,4,1,1,6,Potential Loyalist
CUST00912,416,1,5008.72,1,1,2,4,Hibernating
CUST00913,87,3,7348.969999999999,3,2,2,7,Potential Loyalist
CUST00914,124,4,5953.04,3,2,2,7,Potential Loyalist
CUST00915,535,3,6424.139999999999,1,2,2,5,Hibernating
CUST00916,14,69,125716.25,4,4,4,12,Champions
CUST00917,52,29,66734.53,3,4,4,11,Loyal Customers
CUST00918,175,21,52889.63,2,4,4,10,At Risk
CUST00919,40,10,20757.2,4,4,4,12,Champions
CUST00920,212,4,14108.990000000002,2,2,3,7,Needs Attention
CUST00921,237,1,628.18,2,1,1,4,Hibernating
CUST00922,72,6,14198.42,3,3,3,9,Loyal Customers
CUST00923,28,12,22241.010000000002,4,4,4,12,Champions
CUST00924,83,1,2009.65,3,1,1,5,Potential Loyalist
CUST00925,220,4,10633.27,2,2,3,7,Needs Attention
CUST00926,107,1,1664.48,3,1,1,5,Potential Loyalist
CUST00927,113,7,16683.18,3,3,3,9,Loyal Customers
CUST00928,19,16,25650.670000000002,4,4,4,12,Champions
CUST00929,151,11,21976.18,2,4,4,10,At Risk
CUST00930,172,1,4240.19,2,1,1,4,Hibernating
CUST00931,20,32,74320.69,4,4,4,12,Champions
CUST00932,155,7,16701.59,2,3,3,8,At Risk
CUST00934,532,2,5746.0,1,1,2,4,Hibernating
CUST00935,395,2,4598.93,1,1,2,4,Hibernating
CUST00937,62,32,68750.81,3,4,4,11,Loyal Customers
CUST00938,248,5,11254.44,1,3,3,7,At Risk
CUST00939,205,19,36978.56,2,4,4,10,At Risk
CUST00940,280,3,3364.75,1,2,1,4,Hibernating
CUST00942,138,6,10124.31,2,3,3,8,At Risk
CUST00943,393,1,2542.16,1,1,1,3,Hibernating
CUST00944,57,4,8402.66,3,2,2,7,Potential Loyalist
CUST00945,32,21,38110.23,4,4,4,12,Champions
CUST00946,306,1,494.9,1,1,1,3,Hibernating
CUST00947,42,3,8434.19,4,2,2,8,Potential Loyalist
CUST00948,274,1,3246.56,1,1,1,3,Hibernating
CUST00949,77,2,2323.06,3,1,1,5,Potential Loyalist
CUST00950,500,1,7297.77,1,1,2,4,Hibernating
CUST00951,92,7,9275.84,3,3,3,9,Loyal Customers
CUST00952,130,2,1954.49,3,1,1,5,Potential Loyalist
CUST00953,9,2,3824.13,4,1,1,6,Potential Loyalist
CUST00954,2,12,30092.2,4,4,4,12,Champions
CUST00957,12,2,4233.92,4,1,1,6,Potential Loyalist
CUST00958,115,23,49186.270000000004,3,4,4,11,Loyal Customers
CUST00959,541,5,6423.76,1,3,2,6,At Risk
CUST00960,243,3,11134.46,1,2,3,6,Needs Attention
CUST00961,58,1,1299.12,3,1,1,5,Potential Loyalist
CUST00962,7,63,133175.86,4,4,4,12,Champions
CUST00963,217,9,15233.35,2,4,3,9,At Risk
CUST00964,103,6,13301.89,3,3,3,9,Loyal Customers
CUST00965,23,13,23085.33,4,4,4,12,Champions
CUST00966,312,1,3090.65,1,1,1,3,Hibernating
CUST00967,138,7,14267.679999999998,2,3,3,8,At Risk
CUST00968,112,3,3245.89,3,2,1,6,Potential Loyalist
CUST00969,91,1,751.63,3,1,1,5,Potential Loyalist
CUST00970,189,49,106084.9,2,4,4,10,At Risk
CUST00971,58,7,17985.09,3,3,3,9,Loyal Customers
CUST00972,35,7,19609.59,4,3,4,11,Loyal Customers
CUST00973,288,2,5330.37,1,1,2,4,Hibernating
